№;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОН;ТЕЛЕФОН;ТЕЛЕФОН;СОТОВЫЙ;EMAIL;САЙТ;X;Y
1191403676;Центр Юридической Помощи;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;улица Плющиха 37;+7(495)9974340;;;;;;55.74113;37.577597;
1237244040;Центр Юридической Помощи;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Ярцевская улица 30;+7(495)9974340;;;;;;55.740223;37.416278;
1268468112;Центр Юридической Помощи;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Триумфальная площадь 1;+7(495)9974340;;;;;;55.769489;37.593533;
1158637509;Центр Юридической Помощи;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Кастанаевская улица 5;+7(495)9974340;;;;;;55.739438;37.496587;
1145097358;Центр Юридической Помощи;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Осенний бульвар 3;+7(495)9974340;;;;;;55.755327;37.40681;
1153336720;Юридическая компания Аргумент;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;улица Новый Арбат 21;;;;;;;55.751999;37.585143;
1027934502;СИА-Консалт;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Поклонная улица 6;+7(499)5530019;;;;info@sia-consult.ru;http://sia-consult.ru;55.736812;37.531693;
1248572458;Адвокатское бюро Мамич, Мусина и партнёры;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Новозаводская улица 8, корп.4, оф. 1;+7(499)1429864;;;;;http://mamich.ru;55.752653;37.506073;
1209231060;Адвокатский кабинет;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Ярцевская улица 22, стр. 1;;;;+79104174209;;;55.738274;37.413494;
1058095408;Право и КТК Групп;Услуги;Юридические услуги в ЖКХ;Московская область;Москва;Садовая-Кудринская улица 26/40, эт. 4, оф. 20;+7(495)5147526;+7(495)5142647;;;info@ktkgroup.ru;http://ktkgroup.ru;55.763966;37.58913;
1080068596;Юридическая компания ЖКХ;Услуги;Юристы;Московская область;Москва;Дмитровское шоссе 9а, корп.1;+7(495)9728223;;;;pravo.gkh@gmail.com;http://gkh-uk.ru;55.814442;37.573034;
1107706993;Юридическое бюро Ил-Ко;Услуги;Юристы;Московская область;Москва;Хорошевское шоссе 82, эт. 1;+7(495)9985533;+7(495)9898393;;;info@il-co.ru;http://il-co.ru;55.778269;37.521354;
1054596826;Адвокаты-помогут;Услуги;Юристы;Московская область;Москва;улица Водников 2, оф. 34;;;;+79265800050;;;55.818822;37.449318;
1146421843;Юрист Жинкин С.В.;Услуги;Юристы;Московская область;Москва;улица Куусинена 6, корп.8;+7(495)9240894;;;;;http://жинкин.рф;55.781889;37.519099;
1226919928;Фемида-Групп;Услуги;Юристы;Московская область;Москва;Серебряный переулок 5/1, оф. 5;+7(495)9797551;+7(495)9724323;;;;;55.751467;37.593237;
1082477523;БК-Аркадия;Услуги;Юристы;Московская область;Москва;Арбат улица 30, стр. 3;+7(495)7739502;+7(495)5454857;;;mail@bk-arkadia.ru;http://bk-arkadia.ru;55.749942;37.589814;
1098902092;Юридический центр;Услуги;Юристы;Московская область;Красногорск;Знаменская улица 12;+7(495)7710230;+7(495)9891838;;;vivat.m@mail.ru;http://kpcenter.ru;55.818144;37.340523;
1089771401;Третий Столичный Юридический центр;Услуги;Юристы;Московская область;Москва;Таллинская улица 26;+7(495)9721963;;;;;;55.799456;37.407852;
1047329742;Центр Экономического Анализа и Экспертизы;Услуги;Юристы;Московская область;Москва;улица Зои и Александра Космодемьянских 4, корп.1, оф. 43;+7(495)7660678;+7(495)2265108;;+79163343649;ocenka@ceae.ru;http://ceae.ru;55.817875;37.502293;
1122738736;Антипризыв.ру;Услуги;Юристы;Московская область;Москва;Авиационный переулок 5а, оф. 116;+7(495)7675233;+7(495)7490370;+7(495)7890780;;info@antipriziv.ru;http://antipriziv.ru;55.800215;37.53879;
1263466728;Экспресс Регистратор офис на Новинском;Услуги;Юристы;Московская область;Москва;Новинский бульвар 15;+7(495)7787066;;;;;http://reg-express.ru;55.754618;37.582682;
1042801939;Московская коллегия адвокатов Мартынова и партнеры;Услуги;Юристы;Московская область;Москва;2-я Хуторская улица 38а, стр. 9, оф. 115;+7(495)6446173;;;;info@martynova.com;http://martynova.com;55.804805;37.566234;
1213712395;Экспресс Регистратор;Услуги;Юристы;Московская область;Москва;Походный проезд 4, стр. 1;+7(495)7788800;;;;;http://reg-express.ru;55.834133;37.410789;
1011266538;Юридический центр Строгино;Услуги;Юристы;Московская область;Москва;Строгинский бульвар 15;;;;+79104597001;;;55.804324;37.403854;
1238424980;Европейская Юридическая Служба;Услуги;Юристы;Московская область;Москва;Багратионовский проезд 7, корп.20в;+7(495)7270902;+7(495)7270900;+7(495)7270901;;lookon@yandex.ru;http://els24.com;55.743517;37.505508;
1099668775;АльфаГрупп;Услуги;Юристы;Московская область;Москва;Кудринская площадь 1;+7(495)9894240;;;;alfagrupp@mail.ru;http://alfag.ru;55.758716;37.580858;
1101176196;Центр защиты прав потребителей и предпринимателей Альтернатива;Услуги;Юристы;Московская область;Москва;Шмитовский проезд 14/1;+7(495)5851154;;;;;;55.758418;37.550962;
1111336519;Исо Консалтинг;Услуги;Юристы;Московская область;Москва;Кутузовский проспект 36, стр. 3;+7(495)7442923;;;;info@isoconsulting.ru;http://isoconsulting.ru;55.740041;37.526375;
1121831387;Студия Права;Услуги;Юристы;Московская область;Химки;Совхозная улица 1;;;;;vadim498@narod.ru;http://justicecool.nethouse.ru;55.895762;37.481316;
1132260378;Noerr;Услуги;Юристы;Московская область;Москва;1-я Брестская улица 29;+7(495)7995696;;;;info@noerr.com;http://noerr.com;55.771535;37.591045;
1001469180;Система Юрист;Услуги;Юристы;Московская область;Москва;Новодмитровская улица 5а, стр. 8;+7(495)7850116;;;;ss3512323@mail.ru;http://1jur.ru;55.805756;37.58897;
1056608171;Clifford Chance;Услуги;Юристы;Московская область;Москва;Гашека улица 6;+7(495)2585050;+7(495)2585051;;;end_quote@2x.png;http://cliffordchance.com;55.768345;37.590533;
1015468287;Ориентир;Услуги;Юристы;Московская область;Москва;улица Мишина 16;+7(495)7201724;;;;;http://i68720.wix.com/orientir;55.794897;37.566117;
1019807395;Baker Botts филиал;Услуги;Юристы;Московская область;Москва;Гашека улица 7;+7(495)5450777;;;;andrew.baker@bakerbotts.com;http://bakerbotts.com;55.768679;37.589042;
1071771604;Представительство Skadden, Arps, Slate, Meagher & Flom L.L.P.;Услуги;Юристы;Московская область;Москва;Гашека улица 6;+7(495)7974600;+7(495)7974601;;;info@skadden.com;http://skadden.com;55.768345;37.590533;
1008257814;Оррик;Услуги;Юристы;Московская область;Москва;улица Гашека 7, оф. 600;+7(495)7754805;;;;cdaniels@orrick.com;http://orrick.com;55.768679;37.589042;
1003675256;Московский центр права;Услуги;Юристы;Московская область;Москва;Кутузовский проезд 4;+7(495)9700235;+7(495)5853160;;;bestperevod@mail.ru;http://lawcenter.ru;55.750727;37.562272;
1088221966;Norton Rose Fulbright LLP;Услуги;Юристы;Московская область;Москва;улица Бутырский Вал 10, стр. А, БЦ Белая площадь;+7(495)9319905;+7(499)9245101;+7(499)9245102;;infomos@macleoddixon.ru;http://macleoddixon.com;55.778461;37.585925;
1091312959;Reworld;Услуги;Юристы;Московская область;Москва;Киевская улица 7, оф. 19;+7(495)9848339;;;;info@ac-int.biz;http://rwgg.com;55.742119;37.558957;
1135794257;Ecovis;Услуги;Юристы;Московская область;Москва;улица Пресненский Вал 27, стр. 11;+7(495)6275541;;;;ls_prev@2x.png;http://ecovis.com;55.772327;37.57174;
1078336417;Право Роста;Услуги;Юристы;Московская область;Москва;Бумажный проезд 14, стр. 1;+7(495)7827809;;;;info@pravo-rosta.ru;http://pravo-rosta.ru;55.791248;37.587533;
1267389258;Dentons;Услуги;Юристы;Московская область;Москва;Лесная улица 7, БЦ Белые Сады;+7(495)6440500;;;;florian.schneider@dentons.com;http://dentons.com/ru-RU;55.778669;37.587964;
1071707508;Baker & McKenzie;Услуги;Юристы;Московская область;;Москва, ул. Лесная, 9;+7(495)7872700;;;;moscow.office@bakernet.com;http://bakermckenzie.com;55.779049;37.588602;
1061263432;Vinson & Elkins;Услуги;Юристы;Московская область;Москва;переулок Лесной 4-й 4, эт. 4;+7(495)5445800;+7(495)5445801;;;spratt@velaw.com;http://velaw.com;55.779003;37.587173;
1264293885;Юнипаркс Сервис;Услуги;Юристы;Московская область;Москва;улица Звенигородская 2-Я 12;+7(495)9673187;;;;;http://blizoki.ru;55.762156;37.555202;
1260988433;Коллегия адвокатов на Берзарина;Услуги;Юристы;Московская область;Москва;улица Берзарина 17, корп.2;;;;+79037528272;;http://advokatymoscow.ru/profile/?id=20160;55.78729;37.478702;
1045833586;Latham & Watkins;Услуги;Юристы;Московская область;Москва;Гашека улица 6;+7(495)7851234;+7(495)7851235;;;geoff.burt@lw.com;http://lw.com;55.768345;37.590533;
1109082845;6Пл-Консалт;Услуги;Юристы;Московская область;Москва;Большая Академическая улица 49, корп.2;+7(495)6699106;;;;;http://6pl.ru;55.835973;37.535565;
1050799197;Экспресс регистрация;Услуги;Юристы;Московская область;Москва;Лесная улица 43, оф. 445;+7(499)9786875;+7(499)7998025;8(800)2000825;;post@e-registr.ru;http://e-registr.ru;55.780583;37.590677;
1119233349;Центр правовой помощи и сопровождения бизнеса;Услуги;Юристы;Московская область;Москва;Электрический переулок 8, стр. 2, эт. 1, оф. 1;+7(495)2280463;+7(495)7710753;;;info@cppsb.ru;http://cppsb.ru;55.771712;37.57687;
1056118588;Юридическое бюро Юрьева;Услуги;Юристы;Московская область;Москва;Гостиничная улица 4, корп.9;;;;+79219081432;rodion@juryev.ru;http://juryev.ru;55.84302;37.581119;
1138188043;Юридическая компания Малов и Партнеры;Услуги;Юристы;Московская область;Москва;Арбат улица 54/2, стр. 1;+7(495)2282651;;;;info@advokat-malov.ru;http://advokat-malov.ru;55.747231;37.583463;
1036585925;Центр Юридических Услуг;Услуги;Юристы;Московская область;Москва;Брянская улица 5;+7(495)9844688;;;;mail@ulc.ru;http://ulc.ru;55.743968;37.561625;
1041709377;Компания Главный бухгалтер;Услуги;Юристы;Московская область;Москва;улица Бутырский Вал 68/70, стр. 2;+7(495)6263040;+7(495)7211457;+7(495)7770894;;info@profbuh.ru;http://profbuh.ru;55.789062;37.588817;
1101655858;Правовой центр Два М;Услуги;Юристы;Московская область;Москва;4-й Вятский переулок 18, корп.2, оф. 3;+7(495)2257783;+7(495)2257427;+7(495)2257784;;info@2m.ru;http://2m.ru;55.801374;37.57033;
1056875683;Консалтинговая группа Аюдар;Услуги;Юристы;Московская область;Москва;1-я улица Ямского Поля 15, оф. 504;+7(495)9251173;+7(499)2505382;;;audar@audar.ru;http://audar.ru;55.782066;37.583589;
1087144026;Правозащита;Услуги;Юристы;Московская область;Москва;Ленинградское шоссе 64, корп.3;+7(495)2269852;+7(495)2279852;;;;http://pravozashita.ru;55.84541;37.480579;
1210324576;Юридическая компания Юрвест;Услуги;Юристы;Московская область;Москва;улица Крылатские Холмы 47;+7(495)7801410;;;;;http://jurvest.ru;55.763184;37.413233;
1103718185;IBFS united;Услуги;Юристы;Московская область;Москва;Пресненская набережная 8, стр. 1, оф. 375;+7(495)6467785;+7(495)7733646;;;info@ibfs.ru;http://ibfs.ru;55.747226;37.538458;
1031933485;Центр юридических услуг Тандем-Альянс;Услуги;Юристы;Московская область;Москва;Бутырская улица 17а;+7(495)6629797;;;;;http://all2b.ru;55.79852;37.582826;
1143638325;Центр Экономического Анализа и Экспертизы;Услуги;Юристы;Московская область;Москва;улица Адмирала Макарова 41, корп.1, оф. 20, 17;+7(495)7660678;+7(495)2265108;;+79163343649;;http://ceae.ru;55.838005;37.48729;
1184375788;Частный юрист Стучилин;Услуги;Юристы;Московская область;Москва;Новослободская улица 61, стр. 1;+7(495)5002980;;;;oleg@stuchilin.ru;http://stuchilin.ru;55.787811;37.59171;
1103166892;Юридическое Региональное агентство Петра;Услуги;Юристы;Московская область;Москва;Хорошевское шоссе 43а;+7(495)6496940;+7(495)9737000;;;info@petra77.ru;http://petra77.ru;55.776279;37.510044;
1107472139;Простые решения;Услуги;Юристы;Московская область;Москва;Хуторская 2-я улица 38а, стр. 1;+7(495)6461043;;;;info@easylex.ru;http://easylex.ru;55.805579;37.568497;
1237985585;Центр юридической помощи. Приемная адвокатов;Услуги;Юристы;Московская область;Москва;улица Пречистенка 40/2;;;;+79255093902;romanchukvadim@yandex.ru;http://advokkat.ru;55.7396;37.58696;
1083197188;Таксхелп;Услуги;Юристы;Московская область;Москва;улица 8 Марта 1, стр. 12, БЦ Трио;+7(495)7717517;;;;taxhelp@taxhelp.ru;http://taxhelp.ru;55.800726;37.554933;
1150227650;Союз юристов Москвы;Услуги;Юристы;Московская область;Москва;улица Новый Арбат 15;+7(495)6911148;;;;;http://mlunion.ru;55.751999;37.592626;
1074819530;Юрист-Арт;Услуги;Юристы;Московская область;Москва;улица Расковой 20;+7(495)6148924;+7(495)6147739;;+79255895477;sovet67@mail.ru;http://jurist-art.ru;55.787614;37.572917;
1006403471;Дипломат Групп;Услуги;Юристы;Московская область;Москва;переулок Малый Власьевский 12, стр. 2;+7(499)2415883;+7(495)2419717;+7(499)6535353;;mail@diplomat-group.ru;http://diplomat-group.ru;55.746745;37.593875;
1095218060;Компания Петрос-Гарант;Услуги;Юристы;Московская область;Москва;Дмитровский проезд 10;+7(495)7838777;;;;help@petros-garant.ru;http://petros-garant.ru;55.80911;37.572908;
1023447627;Реклама-Проект;Услуги;Юристы;Московская область;Москва;улица Зои и Александра Космодемьянских 26/21, стр. 1, оф. 314;+7(495)4500123;+7(495)5142880;;;;http://reklama-reg.ru;55.822529;37.518012;
1234658096;Компания Сварог;Услуги;Юристы;Московская область;Москва;улица Генерала Глаголева 30, корп.4;;;;+79262335011;svarognkn@svarognkn.ru;http://svarognkn.ru;55.787801;37.469539;
1047382695;G.S.L. Law & Consulting Ltd. ф-л;Услуги;Юристы;Московская область;Москва;Магистральный 1-й тупик 5а;+7(495)2343833;;;;gsl@gsl.org;http://gsl.ru;55.766126;37.531954;
1089376737;Юридическая фирма Авента;Услуги;Юристы;Московская область;Москва;Смоленский 2-й переулок 1/4;+7(495)2322784;;;;aventa@aventa.ru;http://aventa.ru;55.747024;37.581523;
1043271794;Михайлов и Партнеры;Услуги;Юристы;Московская область;Москва;Беговая улица 2;+7(495)9454463;+7(495)9454464;;;mp@mnp.ru;http://mnp.ru;55.774796;37.556316;
1105175317;Группа компаний Gsl Law & Consulting;Услуги;Юристы;Московская область;Москва;1-й Магистральный тупик 5а;+7(495)2343833;;;;gsl@gsl.org;http://gsl.org;55.766126;37.531954;
1184769823;Юридическая компания Таможенный юрист;Услуги;Юристы;Московская область;Москва;улица Свободы 35, стр. 19;+7(495)6423601;;;;lawyer@customs-lawyer.ru;http://customs-lawyer.ru;55.843101;37.445859;
1148756005;Юридическая компания Лекс;Услуги;Юристы;Московская область;Москва;Бутырская улица 77;+7(495)7972030;;;;;http://lex-pravo.ru;55.803924;37.582251;
1023490511;Absolute Realty Advisors;Услуги;Юристы;Московская область;;Московская обл., Одинцовский р-н, Жуковка дер., 71, БЦ Олимп, оф. 3-4;+7(495)2293188;+7(495)2120950;;;info@absolute-realty.com;http://absolute-realty.com;55.73667;37.246056;
1208608303;НГО центр 365 (центр Поддержки СМБ);Услуги;Юристы;Московская область;Москва;Пресненская набережная 12;+7(495)7339979;+7(499)4031470;;+79197616111;sro@srofree.ru;http://srofree.ru;55.750156;37.538086;
1361872853;ЮрВайс;Услуги;Юристы;Московская область;Москва;улица Большая Новодмитровская 23;+7(499)6535255;+7(499)6536964;;;;http://legal-mod.ru;55.801663;37.584847;
1183023626;Юрист-регистратор;Услуги;Юристы;Московская область;Москва;Походный проезд 14;;;;+79162910131;155s@bk.ru;http://urisclub.ru/uslugi.htm;55.836525;37.41423;
1142423622;Юрист-регистратор;Услуги;Юристы;Московская область;Красногорск;улица Ленина 28;;;;+79162910131;155s@bk.ru;http://urisclub.ru/uslugi.htm;55.832161;37.301599;
1212270508;Юрист;Услуги;Юристы;Московская область;Москва;Ярцевская улица 11, корп.3;+7(499)1492621;;;;;;55.739193;37.413734;
1173989086;Юристы регистрация;Услуги;Юристы;Московская область;Москва;Митинская улица 36, корп.1;;;;+79162910131;155s@bk.ru;http://urisclub.ru;55.84675;37.361984;
1113650029;Юридическое агентство Гарантия;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 35;+7(495)9407804;+7(495)9407805;;;yurgarantia@mail.ru;http://yurgarantia.ru;55.790388;37.553217;
1215285104;РегФонд;Услуги;Юристы;Московская область;Москва;Расторгуевский переулок 14;+7(495)5095197;;;;admin@registracia.msk.ru;http://registracia.msk.ru;55.7656;37.565955;
1115541853;ИстраЗем;Услуги;Юристы;Московская область;Нахабино поселок;Вокзальная улица 7;+7(495)9245403;;;+79035733479;;http://istrazem.ru;55.843247;37.18312;
1003915516;Юрист+;Услуги;Юристы;Московская область;Москва;Кутузовский проспект 37, стр. 1;;;;+79163183935;;;55.739164;37.533517;
1249070557;Юрист-регистратор;Услуги;Юристы;Московская область;Красногорск;Космонавтов бульвар 2;;;;+79162910131;155s@bk.ru;http://urisclub.ru/uslugi.htm;55.83443;37.27723;
1013479511;ДжиАр Консалтинг;Услуги;Юристы;Московская область;Москва;бульвар Зубовский 22/39, оф. 520;+7(495)5043603;+7(495)6881088;+7(495)6681088;;info@gr-audit.ru;http://gr-audit.ru;55.738591;37.587335;
1198111850;Русбг инфо;Услуги;Юристы;Московская область;Москва;площадь Тверская Застава 3, оф. 220;+7(495)2550741;8(800)7752741;;+79251728834;info@rusbg.info;http://rusbg.info;55.775338;37.581981;
1152154504;Right Solutions Ltd;Услуги;Юристы;Московская область;Москва;улица Тестовская 10, эт. 19;+7(499)6080506;;;;info@rightsolutions.ru;http://rightsolutions.ru;55.751796;37.532637;
1035379596;Алруд;Услуги;Юристы;Московская область;Москва;Скаковая улица 17;+7(495)2349692;+7(495)9563718;;;info@alrud.ru;http://alrud.ru;55.77786;37.573128;
1063803569;Рост-Право;Услуги;Юристы;Московская область;Москва;улица Свободы 1, корп.5;+7(495)9407837;;;;mail@rost-pravo.ru;http://rost-pravo.ru;55.822696;37.448851;
1087039148;Межрегиональная общественная организация Правовая Защита;Услуги;Юристы;Московская область;Москва;улица Новый Арбат 21;+7(495)6913872;+7(495)7877507;;;lawyer@realtylaw.ru;http://realtylaw.ru;55.751999;37.585143;
1015538893;Ваш поверенный;Услуги;Юристы;Московская область;Москва;улица 8 Марта 1, корп.2, стр. 12, БЦ Трио, эт. 5, оф. 20;+7(495)2801103;;;;info@yourlawyer.ru;http://yourlawyer.ru;55.80088;37.55485;
1131465981;Юридическое агентство Солтис;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 37, корп.9, оф. 684;+7(495)7861432;;;;info@solt.ru;http://anisolt.ru;55.789988;37.547261;
1187405872;Бизнес Партнер;Услуги;Юристы;Московская область;Москва;улица Новый Арбат 15;+7(495)7204130;;;;;http://law-ooo.ru;55.751999;37.592626;
1181243042;Семейный юрист;Услуги;Юристы;Московская область;Москва;Верхняя улица 34;+7(499)3901017;;;;;http://famlawyer.ru;55.779034;37.574552;
1246481406;Семейный юрист;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 62а;+7(499)3901017;;;;;http://famlawyer.ru;55.801835;37.532098;
1261130284;Юристы Киевская;Услуги;Юристы;Московская область;Москва;площадь Киевского Вокзала 2;;;;+79260284026;;;55.744632;37.566072;
1250037746;Народный Юрист;Услуги;Юристы;Московская область;Москва;Балтийская улица 1;;;;+79253847243;;;55.807526;37.511544;
1235890464;Юристы Проф;Услуги;Юристы;Московская область;Москва;Верхняя улица 23;;;;+79057643845;;;55.777677;37.575441;
1188781807;Юристы Арбатская;Услуги;Юристы;Московская область;Москва;Балтийская улица 4;;;;+79260291496;;;55.807542;37.512964;
1101676159;Группа Лигерион;Услуги;Юристы;Московская область;Москва;Краснопресненская набережная 12;+7(495)2103123;;;;mail@ligerion.com;http://ligerion.com;55.755;37.55782;
1192657401;Юристы Выставочная;Услуги;Юристы;Московская область;Москва;улица Прянишникова 29;;;;+79264932466;;;55.836094;37.552247;
1026800968;Социальный Юрист;Услуги;Юристы;Московская область;Москва;Кутузовский проспект 36, стр. 23;;;;+79039737656;;;55.742879;37.526591;
1019170184;Консалтинговая группа Юнора;Услуги;Юристы;Московская область;Москва;Грузинская Малая улица 20/13;+7(499)2522614;+7(499)2522873;+7(499)2523737;;ivanov@unora.ru;http://unora.ru;55.764967;37.572405;
1152009165;Онлайн Юрист;Услуги;Юристы;Московская область;Москва;Большая Новодмитровская улица 36;;;;+79153050509;zakaz@online-ur.ru;http://online-ur.ru;55.804333;37.58597;
1208118852;Первый Юрист;Услуги;Юристы;Московская область;Москва;Тестовская улица 8;;;;+79299943257;;;55.75057;37.532753;
1246500479;Жилищный юрист;Услуги;Юристы;Московская область;Москва;улица Яблочкова 23;;;;+79257557185;;http://ahousinglaw.ru;55.820905;37.579699;
1129323273;Юрконсалтинг;Услуги;Юристы;Московская область;Москва;Бережковская набережная 12, подъезд № 17;+7(925)5456816;+7(499)2406295;;+79265221004;ur-kons@mail.ru;http://ur-kons.ru;55.738074;37.564446;
1252506933;Реал Юрист;Услуги;Юристы;Московская область;Москва;67-й километр 67;;;;+79261095307;;;55.82258;37.388;
1126564122;Компания Юристы На Войковской;Услуги;Юристы;Московская область;Москва;Ленинградское шоссе 18;+7(495)7840633;;;;;http://ur-voik.ru;55.824194;37.495435;
1143771460;Жилищный юрист;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 62а;;;;+79257557185;;http://ahousinglaw.ru;55.801835;37.532098;
1182571117;Семейный юрист;Услуги;Юристы;Московская область;Москва;улица Яблочкова 19г;+7(499)3901017;;;;;http://famlawyer.ru;55.819105;37.578091;
1076998488;Бизнес Интеллидженс;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 72, стр. 4;+7(495)9705086;+7(495)6209809;;;;http://legalpilot.ru;55.804501;37.519952;
1051705290;Мой Интерес;Услуги;Юристы;Московская область;Москва;Троилинский переулок 3;+7(495)5000000;;;;;http://myinterest.ru;55.748037;37.58411;
1032907997;Партнер;Услуги;Юристы;Московская область;Красногорск;Речная улица 4;+7(495)9715507;;;;info@notariado.ru;http://notariado.ru;55.821988;37.339427;
1140294258;Русский Юрист;Услуги;Юристы;Московская область;Москва;улица 1905 Года 7;+7(495)6424728;;;;;;55.762075;37.558858;
1201892044;Юрист онлайн;Услуги;Юристы;Московская область;Москва;улица Зои и Александра Космодемьянских 30/32;;;;+79263115858;yurgid@gmail.com;http://yurist-onlayn.ru;55.823237;37.520473;
1137657485;Юристы Арбатская;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 35;;;;+79260291496;;;55.790388;37.553217;
1249720066;Юристы Арбатская;Услуги;Юристы;Московская область;Москва;Полесский проезд 2, корп.1;;;;+79057638496;;;55.813106;37.470527;
1251822776;Сервис-Юрист;Услуги;Юристы;Московская область;Москва;Дмитровское шоссе 52, корп.1;;;;+79167262777;;http://сервис-юрист.рф;55.846547;37.569027;
1135880354;Русский Юрист;Услуги;Юристы;Московская область;Москва;Кутузовский проспект 24;+7(499)3915387;;;;;;55.744526;37.545267;
1211866067;АвтоБагажники, магазин;Авто;Автоаксессуары;Алтайский край;Барнаул;улица Гоголя 44а, эт. 2, маг. Акцент;+7(3852)253986;;;;avtoshop22@mail.ru;http://auto-bagazniki.ru;53.334726;83.793287;
1141802318;Служба Помощи Призывникам/ отдел Объединенный Военного Комиссариата г. Москвы по Савеловскому Району Северного Административного Округа г. Москвы;Услуги;Юристы;Московская область;Москва;улица Бутырский Вал 7;+7(495)2368845;;;;info@armyhelp.ru;http://armyhelp.ru;55.77938;37.584988;
1112866608;Бизнес Аналитика;Услуги;Юристы;Московская область;Москва;улица Сущевский Вал 5, стр. 2;+7(495)6092816;;;;office@b-a.su;http://b-a.su;55.793065;37.591692;
1148811909;Семейный юрист;Услуги;Юристы;Московская область;Москва;площадь Европы 1а;+7(499)3901017;;;;;http://famlawyer.ru;55.743765;37.568947;
1204731287;Юристы, Адвокаты;Услуги;Юристы;Московская область;Москва;Кастанаевская улица 54, корп.3;;;;+79264483435;;;55.735616;37.467823;
1145390040;Первый Юрист;Услуги;Юристы;Московская область;Москва;улица Барклая 1а;;;;+79264252457;;;55.737375;37.509011;
1245525150;Юристы Московия;Услуги;Юристы;Московская область;Москва;Конюшковская улица 31, стр. 3;;;;+79035598474;;;55.760287;37.577813;
1156772688;Семейный юрист;Услуги;Юристы;Московская область;Москва;Баррикадная улица 8;+7(499)3901017;;;;;http://famlawyer.ru;55.76086;37.58057;
1243766314;Юристы Выставочная;Услуги;Юристы;Московская область;Москва;Краснопресненская набережная 16;;;;+79264932466;;;55.74826;37.543902;
1242951120;Судебные юристы;Услуги;Юристы;Московская область;Москва;Электрический переулок 1;+7(499)7032168;;;;;http://судебные-юристы.рф;55.772385;37.57518;
1199737833;Юристы Беляево;Услуги;Юристы;Московская область;Москва;Калошин переулок 12, стр. 1;;;;+79057639458;;;55.749096;37.592276;
1021132957;Юрист-Информ;Услуги;Юристы;Московская область;Москва;Паршина улица 4;;;;+79856447324;;;55.78973;37.461787;
1193419288;Юрист-профи;Услуги;Юристы;Московская область;Москва;улица Героев-Панфиловцев 4;;;;+79267513233;;;55.853279;37.439769;
1089935872;Юридический центр Защита;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 78, корп.4;+7(495)5025259;;;;;http://superurist.ru;55.806783;37.514814;
1091402278;Внештат;Услуги;Юристы;Московская область;Москва;проезд Черепановых 36;+7(499)5025041;+7(495)7088555;;;info@vneshtat.ru;http://vneshtat.ru;55.840629;37.529852;
1177396403;Юридические услуги для бизнеса;Услуги;Юристы;Московская область;Москва;улица Яблочкова 21а;+7(495)9729104;;;;info@nalogmsk.ru;http://nalogmsk.ru;55.819489;37.578271;
1107112021;Виртуозы гражданской защиты;Услуги;Юристы;Московская область;Москва;Шмитовский проезд 39, стр. 1, оф. 14;+7(495)2261958;+7(499)2563468;;;;http://civilprotection.ru;55.75436;37.524031;
1269785373;Эко недвижимость;Услуги;Юристы;Московская область;Москва;проспект Кутузовский 2, оф. 20;+7(495)7888322;+7(499)2435987;;;;http://eko-n.ru;55.750712;37.564904;
1200188535;ИП Герасимов С.В.;Услуги;Юристы;Московская область;Москва;Осенний бульвар 7, корп.2;+7(495)2261958;;;;;http://civilprotection.ru;55.758012;37.405938;
1121439412;Юридическая компания Юстиция;Услуги;Юристы;Московская область;Красногорск;улица Губайлово 56, каб. 2;+7(495)5645086;;;;justice_2002@mail.ru?subjectПисьмоссайта;http://uk-ust.ru;55.83057;37.306316;
1020131243;ИП Пашков М.В.;Услуги;Юристы;Московская область;Красногорск;Октябрьская улица 13, эт. 2, оф. 4е;+7(495)5176240;;;;pashkov68@mail.ru;http://mi-r.ru;55.826893;37.332824;
1179664639;Юрист Стамоси Роман;Услуги;Юристы;Московская область;Москва;Химкинский бульвар 16, корп.1;;;;+79055379090;romastamosi@gmail.com;http://romastamosi.ru;55.851965;37.44303;
1109657294;FinCIB;Услуги;Юристы;Московская область;Москва;Новинский бульвар 20а, стр. 3-6;+7(495)5053553;8(800)3330043;;;info@fincib.com;http://fincibfx.com;55.751057;37.582403;
1237629997;Московский центр миграции;Услуги;Юристы;Московская область;Москва;Новинский бульвар 11;;;;+79057806873;altecom@bk.ru;http://mos-migrant.ru;55.753407;37.582062;
